user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
sarahann0821,6776042490694910982,6950066553643633926,Part 1 of tick removal 😭😭😭 #kids,1618188473,59,https://www.tiktok.com/@sarahann0821/video/6950066553643633926?lang=en,1300000,15700,7702,16400000
miakhalifa,6780564068844880902,6933103623513623813,🍃🌚💨: Vegan edition,1614239006,15,https://www.tiktok.com/@miakhalifa/video/6933103623513623813?lang=en,4800000,37700,108700,35800000
lisaandlena,6804783597552239621,6951411277860261125,Twin Edition... 🤪,1618501566,14,https://www.tiktok.com/@lisaandlena/video/6951411277860261125?lang=en,475600,998,2770,3100000
arcadeboss,62712852473450496,6958507063227993349,#foryou #arcadeboss,1620153681,17,https://www.tiktok.com/@arcadeboss/video/6958507063227993349?lang=en,3000000,17500,10900,21300000
tamera_diamond,6902439571768230918,6958201231558987014,#ChipsGotTalent #animals #dogsoftiktok #fyp #cute,1620082475,25,https://www.tiktok.com/@tamera_diamond/video/6958201231558987014?lang=en,17100,5661,526,238100
lisaandlena,6804783597552239621,6931059933089664262,"The sun is out again, I’m so ready to wear my sunglasses again!!🙌🏽✨ #sunglasses",1613763155,14,https://www.tiktok.com/@lisaandlena/video/6931059933089664262?lang=en,1500000,1991,4740,9100000
_catben_,6924755247550694405,6957755138962476294,Random restocks & refills around the house! #refill #restock #momlife #thisandthatwithcat #organizedhome  #asmr,1619978610,58,https://www.tiktok.com/@_catben_/video/6957755138962476294?lang=en,304400,2828,2036,2400000
peewee.tv,6916600670204773382,6955171789043404038,It was very stinky 🤢 #dogs #pug #fart,1619377127,10,https://www.tiktok.com/@peewee.tv/video/6955171789043404038?lang=en,618200,76500,11600,10700000
kyliejenner,6654362767867265030,6943368109654854917,this is basically just a page for my nails,1616628870,20,https://www.tiktok.com/@kyliejenner/video/6943368109654854917?lang=en,5200000,21200,25700,26200000
lala_sadii,126249522954964992,6956097082784533765,OHhhh catfishhhh👀🤚 #greenscreen #foryou #fyp #viral #trending #joshua,1619592571,10,https://www.tiktok.com/@lala_sadii/video/6956097082784533765?lang=en,755500,1899,5445,3600000
danielfuscomusic,6898856205809370118,6956760094092709126,#duet with @brithewolf WHAT..... like...... WHAT.... #mindblown #foryou #foodtiktok 🧐🤯,1619746935,15,https://www.tiktok.com/@danielfuscomusic/video/6956760094092709126?lang=en,723700,54300,8237,8400000
youneszarou,6717651461067604997,6932043730228727046,They see me sailing my boat #yzfamily #fürdich #fyp,1613992234,11,https://www.tiktok.com/@youneszarou/video/6932043730228727046?lang=en,1400000,1092,8010,17900000
brodywellmaker,6669716864531054598,6953655774748970245,🤷‍♂️,1619024153,13,https://www.tiktok.com/@brodywellmaker/video/6953655774748970245?lang=en,6800000,11700,34500,34900000
kimmyndavis,6758444726275425286,6955168425937276166,I think my pitbull is broken... #dogsoftiktok #pitbullsoftiktok #fypシ #DoritosDuetRoulette,1619376344,15,https://www.tiktok.com/@kimmyndavis/video/6955168425937276166?lang=en,2200000,97500,34500,9200000
whathowhy,6926567607693804549,6951454480005156102,what country’s coin should we do next #oddlysatisfying #satisfying #xyzbca #clean,1618511624,13,https://www.tiktok.com/@whathowhy/video/6951454480005156102?lang=en,1100000,3285,8945,13300000
scottsreality,6718992235998741510,6959581148183842054,Reply to @boudy_dahab Cómo es mi español 1-10? 😅 Voy a hablar mucho más español! 🥰 Comment what I should crush in the next video!,1620403761,15,https://www.tiktok.com/@scottsreality/video/6959581148183842054?lang=en,2100000,8893,40300,32100000
javieusmorrison0,6930743571390841862,6959130619708247301,⚡️feelin charged up ⬆️,1620298870,9,https://www.tiktok.com/@javieusmorrison0/video/6959130619708247301?lang=en,2100000,34300,21300,13200000
official_azz,6774150049833976838,6950694428751269125,Love this trend.. 😂 #fyp #comedy #funny #mcdonalds,1618334661,28,https://www.tiktok.com/@official_azz/video/6950694428751269125?lang=en,1800000,107500,12700,17400000
lgndfrvr,6667962390863642629,6952307998177955077,WHAT IT TAKES TO HAVE A BOYS NIGHT OUT 😂 #FatherDaughter #Relationship #WidenTheScreen #VinylClub,1618710350,27,https://www.tiktok.com/@lgndfrvr/video/6952307998177955077?lang=en,8700000,196000,44700,51000000
brave_dog521,6945077289450226693,6952309442050411781,#dog #cutedog #lovedog #fyp I’m one step away from super dog,1618710686,9,https://www.tiktok.com/@brave_dog521/video/6952309442050411781?lang=en,118300,3595,3678,2200000
khaby.lame,127905465618821121,6955466975149640965,#🇮🇹Perfavore non fare questo con la Pizza😭😭 #🇺🇸Please don’t do that with Pizza 😭😭 #LearnFromKhabi #LearnWithTikTok #ImparaConTikTok #pizza,1619445857,20,https://www.tiktok.com/@khaby.lame/video/6955466975149640965?lang=en,16400000,156900,126000,146700000
lisaandlena,6804783597552239621,6950295916788092166,soooo happy with my new haircut ☀️☺️,1618241875,10,https://www.tiktok.com/@lisaandlena/video/6950295916788092166?lang=en,1600000,3502,9210,7700000
belmarie311,6551467533247976448,6950750750947527942,If men find out we can shape shift🤫 #makeuptutorial #contour #contouring101 #foundationhacks #foundationroutine ￼￼,1618347774,59,https://www.tiktok.com/@belmarie311/video/6950750750947527942?lang=en,1300000,104100,26000,18600000
thep00lguy,6760991992061559813,6952497650386095366,Salt for swimming pools!! #thep00lguy #hollayaboy #satisfying #fyp #asmr #poolchemicals,1618754507,49,https://www.tiktok.com/@thep00lguy/video/6952497650386095366?lang=en,8700000,26500,97000,50400000
lance210,7683952,6958140307137481989,,1620068289,16,https://www.tiktok.com/@lance210/video/6958140307137481989?lang=en,643000,15500,4858,3800000
caseyvanarsdale,6701408630577644549,6951232844119215365,This one 🤭..... #learnwithcasey #spraypaint #galaxy,1618460025,35,https://www.tiktok.com/@caseyvanarsdale/video/6951232844119215365?lang=en,5800000,81800,24100,39100000
gurobelly,95242807161827328,6952084266587000070,Reply to @_pelin_9 🍭Making Cotton Candy🍬 What should I try?🥰 Ib: @mooyahyah ✨ #candy #foryou #meme #foryoupage #viral #fyp #asmr,1618658260,18,https://www.tiktok.com/@gurobelly/video/6952084266587000070?lang=en,4400000,4075,38700,48600000
chandrakhadka9,6592957587918143493,6958211019634199814,,1620084754,24,https://www.tiktok.com/@chandrakhadka9/video/6958211019634199814?lang=en,744400,4754,7392,6900000
cs99tv,6850504049210983429,6958560578390609157,So close yet so far away... @seba.miller31 #foryou #fyp #foryoupage #trending #viral #tennis #football #tictactoe #challenge #sports #funny,1620166142,23,https://www.tiktok.com/@cs99tv/video/6958560578390609157?lang=en,5100000,5194,12900,50200000
tool_tips,6857615698618074118,6959914043494731013,,1620481270,12,https://www.tiktok.com/@tool_tips/video/6959914043494731013?lang=en,328100,579,1746,4900000
bbmoods,6843888488405042182,6941347330410941701,“ you need sanitizing wipes” 🤣 #fy #bbmoods #oursitcom #cedarthehumog ￼,1616158373,31,https://www.tiktok.com/@bbmoods/video/6941347330410941701?lang=en,1500000,485100,31600,18500000
feast24seven,6620675315231817734,6959193638677056773,Homer Simpson cotton candy costs $16. Does this brings back memories? #thesimpsons #homersimpson #cottoncandy #handmade #goodmemories,1620313538,9,https://www.tiktok.com/@feast24seven/video/6959193638677056773?lang=en,1400000,30000,9422,13000000
youneszarou,6717651461067604997,6945759544635116806,"When you see a good move, look for a better one #yzfamily #tutorial #chess #fyp #fürdich",1617185674,10,https://www.tiktok.com/@youneszarou/video/6945759544635116806?lang=en,380700,565,1164,5400000
cleaningmamabee,5101886,6956577284337847558,Answer to @yourstrulygt 💜💙💚 request pt 1/2🤩 #cleaningtiktok #cleantok #asmr #asmrcleaning #satisfyingcleans #foryou #foryoupage #clean #cleaning,1619704372,59,https://www.tiktok.com/@cleaningmamabee/video/6956577284337847558?lang=en,564500,2775,14800,7000000
ffchkndenner,6913166268678243334,6945270774567685381,To the Left #abschallenge #tothelefttotheleft #firefighters #brotherhood #firefighterfitness,1617071870,15,https://www.tiktok.com/@ffchkndenner/video/6945270774567685381?lang=en,467000,48200,10400,3900000
mamalindy,6599785674101489670,6956727090536303877,"He said, “while you’re at it” @jlo1017       😂🥳😂 #fyp #DontBeSurprised #confetti #DoAKickFlip #BusyThinkingAbout #foryou",1619739250,11,https://www.tiktok.com/@mamalindy/video/6956727090536303877?lang=en,2000000,160900,30900,28800000
kyliejenner,6654362767867265030,6958573819946618117,YOUR NEW BEST FRIEND 🤍 my new Melting Makeup Cleanser is the ultimate makeup remover! can’t wait for this to launch on May 11th @kylieskin,1620169225,13,https://www.tiktok.com/@kyliejenner/video/6958573819946618117?lang=en,561700,644,5148,3100000
gracekellyann,6679030431540741125,6955611272830487813,i love you @burleyparker this is the cutest sound. #fyp,1619479453,15,https://www.tiktok.com/@gracekellyann/video/6955611272830487813?lang=en,346300,32500,2549,2700000
juandemontrealoficial,6527462849919325184,6959002624133745925,Cuando uno intenta no no deja hacerlo algun día lo logra 🙏 #Bambang Forever 🥰😅 #Fyp #Indonesia #Viral,1620269066,59,https://www.tiktok.com/@juandemontrealoficial/video/6959002624133745925?lang=en,2600000,29000,18200,14800000
danirazooqi,6779379165990650886,6957016107647536390,She’s the one that talks on the lives #rolledicecream,1619806541,88,https://www.tiktok.com/@danirazooqi/video/6957016107647536390?lang=en,4300000,4922,13800,24600000
chiropractic.massage,6624891720281899014,6956342182961745158,,1619649631,42,https://www.tiktok.com/@chiropractic.massage/video/6956342182961745158?lang=en,893300,14300,15100,16000000
poolpromj,6847483335833338885,6958243524542237957,Above Ground Miracle #poolcleaning #poolmaintenance #theblueway #oddlysatisfying #fyp,1620092323,59,https://www.tiktok.com/@poolpromj/video/6958243524542237957?lang=en,8100000,37600,37600,41300000
youneszarou,6717651461067604997,6948354100182519046,Nothing taste better than a fresh ice cream #yzfamily #fyp #fürdich,1617789765,10,https://www.tiktok.com/@youneszarou/video/6948354100182519046?lang=en,457800,210,1423,4700000
ox_zung,6869286989888406529,6957703087750466818,@nameaana 님과 #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,1619966490,12,https://www.tiktok.com/@ox_zung/video/6957703087750466818?lang=en,13500000,233600,203900,99500000
thebracesdoc,6693542685934568454,6957158501965696262,ASMR level up unlocked 🔓 …and I got Hot Cheeto dust everywhere #asmr #bracestok #learnontiktok,1619839697,12,https://www.tiktok.com/@thebracesdoc/video/6957158501965696262?lang=en,1900000,19200,31100,14400000
scottsreality,6718992235998741510,6959609807611464965,Reply to @memer749 Parte 47 viene mañana! 😍 Quién quiere más vídeos en español? 🎉 Comment what you want to see in the next part! 💬👇🏻,1620410434,11,https://www.tiktok.com/@scottsreality/video/6959609807611464965?lang=en,2500000,3192,36300,24600000
pubity,6667193803299241989,6959612695951789317,This is the world I want to live in (@daniel.labelle) #fyp #foryoupage,1620411106,29,https://www.tiktok.com/@pubity/video/6959612695951789317?lang=en,340300,14700,5780,2500000
dr.danielaronov,6739078402710553605,6956238069204847874,We can all do this believe it or not!,1619625390,37,https://www.tiktok.com/@dr.danielaronov/video/6956238069204847874?lang=en,894500,15500,16000,6800000
logeypump23,54539481520816129,6942960236944723206,Elmo doesn’t like answering the door,1616533904,21,https://www.tiktok.com/@logeypump23/video/6942960236944723206?lang=en,805500,62400,7030,7400000
drpimplepopper,6728184922144949253,6959644637040495878,Will you come with me? #drpimplepopper #SLMDskincare,1620418543,44,https://www.tiktok.com/@drpimplepopper/video/6959644637040495878?lang=en,1300000,21500,14300,16700000
youneszarou,6717651461067604997,6944287853551652102,OMG we are 27M 🥺❤️ grateful for everything #yzfamily #tutorial #fyp #fürdich,1616843017,9,https://www.tiktok.com/@youneszarou/video/6944287853551652102?lang=en,848200,1238,3603,9200000
bellapoarch,6748458643983238149,6947414727484017926,Happy Easter!!!🐰🐣,1617571046,13,https://www.tiktok.com/@bellapoarch/video/6947414727484017926?lang=en,4000000,8673,29500,41800000
oceanlife1111,6902381037076595713,6957374933118864642,"If the horse’s hooves are not trimmed in time, it will cause inflammation of the nails.#Manicure #Popularscience",1619890088,16,https://www.tiktok.com/@oceanlife1111/video/6957374933118864642?lang=en,3000000,15800,67100,41500000
khaby.lame,127905465618821121,6950240079583513862,IG: @khaby00,1618228877,25,https://www.tiktok.com/@khaby.lame/video/6950240079583513862?lang=en,30300000,304800,283200,201600000
xoxosantana,6794485938074600454,6959664967515639045,Happy nurses week 🤍 for legal reasons this is a joke. #nudes #nurse #RN #BSN #FYP￼ #foryoupage,1620423277,15,https://www.tiktok.com/@xoxosantana/video/6959664967515639045?lang=en,4900000,145900,50200,24300000
piggypapa82,6778939397058462725,6959686253600148741,Playing chase with our piggy (Her name Bacon) #piggy #xyzbca #foryoupage #foryou #fyp,1620428233,8,https://www.tiktok.com/@piggypapa82/video/6959686253600148741?lang=en,2300000,142300,32100,10200000
taras.tolstikov,6813773236909474821,6957277807219068165,1/2 figurative art #fyp #art #charcoaldrawing #viral #drawingprocess #portrait #queer #artprogress #CallMeByYourName #рисунок #nfts #nftartwork#crypto,1619867476,59,https://www.tiktok.com/@taras.tolstikov/video/6957277807219068165?lang=en,5900000,10800,47200,64300000
angryreactions,6864320287262540806,6959331927195143430,#duet with @fritzdoesart,1620345744,55,https://www.tiktok.com/@angryreactions/video/6959331927195143430?lang=en,1600000,2040,7228,6700000
billzfan_4life2.0,6954352962475394054,6954833298682121477,Hahahaha so much fun!!! MISHEARD LYRICS,1619298316,32,https://www.tiktok.com/@billzfan_4life2.0/video/6954833298682121477?lang=en,625600,138200,12000,7000000
aa_aa___,6809835121840243718,6956566685658696965,#shapeshifter #fyp #nothot,1619701904,8,https://www.tiktok.com/@aa_aa___/video/6956566685658696965?lang=en,1400000,54800,29000,11600000
youneszarou,6717651461067604997,6943174271317445894,Life-hack: How to make juice out of your pen #yzfamily #fürdich #fyp,1616583743,13,https://www.tiktok.com/@youneszarou/video/6943174271317445894?lang=en,682900,1270,7464,9100000
kyliespaid,14351829,6956004562914348293,shiloh girl 😂 no shilohs were harmed in the making of this,1619571024,15,https://www.tiktok.com/@kyliespaid/video/6956004562914348293?lang=en,1300000,63500,5340,5500000
mileycyrus,228700074422296576,6959968540623473925,Elon explaining DOGECOIN to me.,1620493958,18,https://www.tiktok.com/@mileycyrus/video/6959968540623473925?lang=en,279600,838,1096,1600000
youneszarou,6717651461067604997,6945387046626151686,Tutorial #yzfamily #tutorial #fyp #fürdich #foryoupage,1617098945,14,https://www.tiktok.com/@youneszarou/video/6945387046626151686?lang=en,519700,316,1380,7300000
officialboatsgonewild,6743255638476555269,6954892862806904070,🔥🔥,1619312186,25,https://www.tiktok.com/@officialboatsgonewild/video/6954892862806904070?lang=en,1400000,129900,25300,10300000
eidenchor,6956845524965065733,6958429842446568709,See how the big guy of more than 300 pounds on board ! #tibetanmastiff #dog,1620135704,8,https://www.tiktok.com/@eidenchor/video/6958429842446568709?lang=en,6900000,363400,83400,53800000
youneszarou,6717651461067604997,6958744909591350534,Behind the scenes #yzfamily #tutorial #fürdich #fyp,1620209066,18,https://www.tiktok.com/@youneszarou/video/6958744909591350534?lang=en,253500,433,2361,2000000
